City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
268,Mehamn,71.0357,27.8492,47.68,90,70,4.85,NO,2021-07-15 00:17:14
269,Avera,33.194,-82.5271,80.47,63,84,5.08,US,2021-07-15 00:21:38
270,Pundaguitan,6.3711,126.1689,82.62,75,82,3.85,PH,2021-07-15 00:21:38
271,Salto,-31.3833,-57.9667,57.87,100,99,7.0,UY,2021-07-15 00:18:28
272,Gumdag,39.2061,54.5906,83.93,29,96,9.35,TM,2021-07-15 00:21:39
273,Mount Isa,-20.7333,139.5,80.37,47,61,13.8,AU,2021-07-15 00:20:56
274,Owase,34.0667,136.2,78.67,81,81,2.73,JP,2021-07-15 00:21:39
275,Kasongo-Lunda,-6.4667,16.8167,66.65,29,46,1.79,CD,2021-07-15 00:21:39
276,Eureka,40.8021,-124.1637,76.68,79,50,4.0,US,2021-07-15 00:19:48
277,Puerto Madryn,-42.7692,-65.0385,48.87,51,63,11.95,AR,2021-07-15 00:20:53
278,Nadym,65.5333,72.5167,51.75,55,100,6.42,RU,2021-07-15 00:21:40
279,Yilan,24.757,121.753,91.51,68,88,4.54,TW,2021-07-15 00:21:40
280,Jacareacanga,-6.2222,-57.7528,78.55,48,9,0.96,BR,2021-07-15 00:20:50
281,Nemuro,43.3236,145.575,72.03,96,86,5.57,JP,2021-07-15 00:21:32
282,Chimore,-16.9833,-65.1333,78.08,64,95,2.01,BO,2021-07-15 00:21:40
283,Pangnirtung,66.1451,-65.7125,50.22,67,85,7.11,CA,2021-07-15 00:21:41
284,Bandarbeyla,9.4942,50.8122,78.89,74,60,25.9,SO,2021-07-15 00:21:41
285,Saint Cloud,45.5608,-94.1625,74.68,83,1,1.01,US,2021-07-15 00:21:41
286,Sioux Lookout,50.1001,-91.917,75.18,30,38,6.31,CA,2021-07-15 00:21:41
287,San Ramon,37.7799,-121.978,88.02,50,1,5.01,US,2021-07-15 00:19:55
288,Brae,60.3964,-1.353,55.31,88,100,22.41,GB,2021-07-15 00:21:42
289,Bay Saint Louis,30.3088,-89.33,84.27,75,40,8.05,US,2021-07-15 00:21:42
290,Casambalangan,18.3765,122.1274,84.51,74,31,2.21,PH,2021-07-15 00:21:42
291,Chanute,37.6792,-95.4572,87.91,55,1,14.97,US,2021-07-15 00:17:39
292,Smolenka,52.1352,113.4974,64.47,94,40,6.71,RU,2021-07-15 00:21:42
293,Berbera,10.4396,45.0143,89.26,44,93,22.95,SO,2021-07-15 00:21:43
294,Beloha,-25.1667,45.05,65.89,81,49,9.91,MG,2021-07-15 00:21:11
295,Ciudad Bolivar,8.1222,-63.5497,78.94,79,95,10.51,VE,2021-07-15 00:17:49
296,Teguise,29.0605,-13.564,66.42,83,20,20.71,ES,2021-07-15 00:21:43
297,Kisangani,0.5167,25.2,76.69,62,99,2.89,CD,2021-07-15 00:21:43
298,Moose Factory,51.2585,-80.6094,59.92,53,77,5.46,CA,2021-07-15 00:21:44
299,Porto Walter,-8.2686,-72.7439,80.73,60,90,2.44,BR,2021-07-15 00:21:44
300,Sindor,62.8629,51.8905,55.9,97,100,3.06,RU,2021-07-15 00:21:44
301,North Bend,43.4065,-124.2243,71.24,75,90,16.11,US,2021-07-15 00:21:44
302,Saint-Pierre,-21.3393,55.4781,67.64,80,0,4.61,RE,2021-07-15 00:21:45
303,Salalah,17.0151,54.0924,80.69,89,75,8.05,OM,2021-07-15 00:21:45
304,Sahuaripa,29.05,-109.2333,95.63,37,13,10.67,MX,2021-07-15 00:21:45
305,Kolpashevo,58.3131,82.9089,60.96,95,18,7.76,RU,2021-07-15 00:21:45
306,Jega,12.2175,4.3792,84.9,61,92,11.48,NG,2021-07-15 00:21:46
307,Vardo,70.3705,31.1107,49.57,90,98,1.3,NO,2021-07-15 00:21:46
308,Sonthofen,47.5167,10.2833,55.29,92,69,1.01,DE,2021-07-15 00:21:46
309,Palu,-0.8917,119.8707,78.58,93,100,1.21,ID,2021-07-15 00:21:46
310,Telsiai,55.9814,22.2472,67.32,89,2,2.84,LT,2021-07-15 00:21:46
311,Shirokiy,49.758,129.523,74.73,97,100,10.36,RU,2021-07-15 00:21:47
312,Chapleau,47.8405,-83.4034,68.32,75,99,3.24,CA,2021-07-15 00:21:47
313,Anloga,5.7947,0.8973,77.13,83,47,13.11,GH,2021-07-15 00:21:47
314,Kuah,6.3265,99.8432,78.8,100,40,3.44,MY,2021-07-15 00:21:48
315,Atar,20.5169,-13.0499,92.86,27,1,13.53,MR,2021-07-15 00:21:48
316,Zhigansk,66.7697,123.3711,54.16,42,1,10.6,RU,2021-07-15 00:19:03
317,Chiang Khong,20.2613,100.4046,77.32,99,72,1.12,TH,2021-07-15 00:21:48
318,Birin,26.8865,88.0718,63.28,92,98,2.33,NP,2021-07-15 00:21:48
319,Fuerte Olimpo,-21.0415,-57.8738,78.44,33,93,5.53,PY,2021-07-15 00:21:49
320,Kenora,49.8167,-94.4337,75.18,31,68,5.86,CA,2021-07-15 00:21:49
321,Pochutla,15.7432,-96.4661,86.83,81,99,3.76,MX,2021-07-15 00:21:49
322,Ulaangom,49.9811,92.0667,70.59,47,67,2.73,MN,2021-07-15 00:21:49
323,Owando,-0.4819,15.8999,76.32,61,95,3.0,CG,2021-07-15 00:21:49
324,Placido De Castro,-10.3353,-67.1856,80.96,45,11,0.92,BR,2021-07-15 00:21:50
325,Hun,29.1268,15.9477,82.42,29,0,7.2,LY,2021-07-15 00:21:50
326,Hwange,-18.3693,26.5019,58.06,71,3,7.4,ZW,2021-07-15 00:21:50
327,Shingu,33.7333,135.9833,83.39,74,80,2.84,JP,2021-07-15 00:21:51
328,Novi Sanzhary,49.3439,34.3108,69.1,60,0,2.21,UA,2021-07-15 00:21:51
329,Margate,51.3813,1.3862,64.87,83,2,5.99,GB,2021-07-15 00:21:51
330,Nisporeni,47.0814,28.1783,73.85,64,0,4.27,MD,2021-07-15 00:21:51
331,Saint-Augustin,51.226,-58.6502,66.69,51,88,17.22,CA,2021-07-15 00:21:23
332,Teya,60.3778,92.6267,66.0,70,54,2.37,RU,2021-07-15 00:21:52
333,Harper,4.375,-7.7169,76.39,74,100,5.68,LR,2021-07-15 00:21:52
334,Puerto Escondido,15.85,-97.0667,79.63,65,90,6.91,MX,2021-07-15 00:21:52
335,Ouargaye,11.5033,0.0572,80.67,66,25,8.75,BF,2021-07-15 00:21:52
336,Ambatofinandrahana,-20.55,46.8,47.88,95,6,3.74,MG,2021-07-15 00:21:53
337,Alvaraes,-3.2208,-64.8042,75.0,93,55,2.06,BR,2021-07-15 00:21:53
338,Saldanha,-33.0117,17.9442,41.05,69,16,4.56,ZA,2021-07-15 00:21:53
339,Caconda,-13.7333,15.0667,54.27,38,3,0.54,AO,2021-07-15 00:21:53
340,Venado Tuerto,-33.7456,-61.9688,49.78,73,91,6.98,AR,2021-07-15 00:21:54
341,Borger,52.9233,6.7931,67.84,95,100,10.6,NL,2021-07-15 00:21:54
342,Gornopravdinsk,60.05,69.9,45.48,94,100,13.33,RU,2021-07-15 00:21:54
343,Kuytun,54.3419,101.5036,65.17,65,53,3.2,RU,2021-07-15 00:21:54
344,Mukdahan,16.5833,104.5,74.95,91,84,5.03,TH,2021-07-15 00:21:55
345,Nantucket,41.2835,-70.0995,73.96,98,90,4.61,US,2021-07-15 00:21:55
346,Honiara,-9.4333,159.95,88.09,61,61,10.98,SB,2021-07-15 00:21:55
347,Turochak,52.2576,87.1224,59.9,97,77,3.74,RU,2021-07-15 00:21:15
348,Severo-Kurilsk,50.6789,156.125,52.54,93,100,14.7,RU,2021-07-15 00:21:55
349,Liaozhong,41.5061,122.7242,85.33,88,100,8.28,CN,2021-07-15 00:21:56
350,Katsuura,35.1333,140.3,81.19,80,92,4.94,JP,2021-07-15 00:21:56
351,Bowen,-20.0167,148.2333,74.14,77,61,8.32,AU,2021-07-15 00:21:56
352,Northam,51.0333,-4.2167,59.31,93,27,6.44,GB,2021-07-15 00:19:25
353,Batagay-Alyta,67.8006,130.4114,52.74,56,30,7.94,RU,2021-07-15 00:21:56
354,Benguela,-12.5763,13.4055,68.0,88,10,5.61,AO,2021-07-15 00:21:57
355,Alyangula,-13.8483,136.4192,78.24,72,43,6.15,AU,2021-07-15 00:21:37
356,Portland,45.5234,-122.6762,88.39,47,40,1.99,US,2021-07-15 00:18:29
357,Sylacauga,33.1732,-86.2516,86.22,72,90,3.44,US,2021-07-15 00:21:57
358,Naples,40.8333,14.25,72.75,72,0,1.01,IT,2021-07-15 00:20:09
359,Labuhan,-6.8844,112.2051,76.66,73,99,12.03,ID,2021-07-15 00:21:57
360,Lovrenc Na Pohorju,46.5406,15.3931,61.34,79,0,5.48,SI,2021-07-15 00:21:58
361,Hambantota,6.1241,81.1185,78.64,81,92,13.15,LK,2021-07-15 00:21:58
362,Tirumullaivasal,11.2333,79.8333,80.2,75,100,10.49,IN,2021-07-15 00:21:58
363,Mecca,21.4267,39.8261,86.9,23,35,3.65,SA,2021-07-15 00:21:58
364,Teahupoo,-17.8333,-149.2667,80.56,68,13,16.69,PF,2021-07-15 00:19:28
365,Presidencia Roque Saenz Pena,-26.7852,-60.4388,64.27,86,89,10.8,AR,2021-07-15 00:21:59
366,Anito,12.4497,125.2886,81.61,81,57,2.71,PH,2021-07-15 00:21:59
367,Raymondville,26.4815,-97.7831,87.91,64,94,14.2,US,2021-07-15 00:21:59
368,Watertown,42.3709,-71.1828,79.7,88,20,1.01,US,2021-07-15 00:20:00
369,La Libertad,-2.2333,-80.9,69.76,87,99,8.63,EC,2021-07-15 00:21:59
370,Alexandria,31.2156,29.9553,78.71,69,0,10.13,EG,2021-07-15 00:18:07
371,Wake Forest,35.9799,-78.5097,83.77,76,1,0.0,US,2021-07-15 00:22:00
372,Vikhorevka,56.1201,101.1636,71.19,63,61,0.54,RU,2021-07-15 00:22:00
373,Gwanda,-20.9333,29.0,51.03,92,100,10.92,ZW,2021-07-15 00:18:35
374,Ballina,-28.8667,153.5667,65.79,71,100,9.53,AU,2021-07-15 00:22:00
375,Peniche,39.3558,-9.3811,74.73,87,53,13.27,PT,2021-07-15 00:22:01
376,Arlit,18.7369,7.3853,91.0,33,81,11.16,NE,2021-07-15 00:22:01
377,Baikunthpur,23.25,82.55,76.51,84,89,4.68,IN,2021-07-15 00:22:01
378,Rairangpur,22.2676,86.1751,77.45,90,99,1.99,IN,2021-07-15 00:22:01
379,Batemans Bay,-35.7167,150.1833,61.99,57,28,6.85,AU,2021-07-15 00:22:02
380,Jian,27.1172,114.9793,85.73,61,53,6.33,CN,2021-07-15 00:21:57
381,Male,4.1748,73.5089,81.5,79,99,12.57,MV,2021-07-15 00:22:02
382,Lakhisarai,25.1768,86.0932,82.83,78,74,7.85,IN,2021-07-15 00:22:02
383,Morant Bay,17.8815,-76.4093,83.82,85,5,8.19,JM,2021-07-15 00:22:03
384,Tshikapa,-6.4167,20.8,67.82,27,21,1.68,CD,2021-07-15 00:22:03
385,Umm Kaddadah,13.6017,26.6876,80.24,54,83,5.41,SD,2021-07-15 00:22:03
386,Whithorn,18.2604,-78.0378,83.46,79,0,0.78,JM,2021-07-15 00:22:03
387,Mandali,33.7499,45.5541,93.4,14,0,5.66,IQ,2021-07-15 00:22:04
388,Miyazu,35.5333,135.1833,79.0,81,100,4.16,JP,2021-07-15 00:22:04
389,Atoyac,20.0167,-103.5333,77.36,78,97,2.53,MX,2021-07-15 00:22:04
390,Atherton,53.5237,-2.4935,64.27,90,36,3.0,GB,2021-07-15 00:22:04
391,Dubovskoye,47.4092,42.7575,76.17,43,21,3.15,RU,2021-07-15 00:22:04
392,Kutum,14.2,24.6667,77.13,54,100,7.87,SD,2021-07-15 00:20:13
393,Tamandare,-8.7597,-35.1047,75.34,87,22,9.31,BR,2021-07-15 00:22:05
394,Jumla,29.2747,82.1838,61.97,96,93,1.25,NP,2021-07-15 00:22:05
395,Mapimi,25.8167,-103.85,81.37,48,100,11.16,MX,2021-07-15 00:22:05
396,Tyler,32.3513,-95.3011,88.99,70,90,5.99,US,2021-07-15 00:22:05
397,Komsomolskiy,40.4272,71.7189,74.12,40,24,6.91,UZ,2021-07-15 00:22:06
398,Port Hedland,-20.3167,118.5667,66.25,59,11,8.05,AU,2021-07-15 00:21:21
399,Morrope,-6.5417,-80.0111,66.79,78,30,15.61,PE,2021-07-15 00:22:06
400,Alice,27.7523,-98.0697,85.89,68,20,10.36,US,2021-07-15 00:22:06
401,Watsa,3.0372,29.5355,62.87,97,100,2.68,CD,2021-07-15 00:22:06
402,Codrington,-38.2667,141.9667,55.24,80,93,15.61,AU,2021-07-15 00:22:07
403,Pontianak,-0.0333,109.3333,71.58,100,20,6.91,ID,2021-07-15 00:22:07
404,Yarada,17.65,83.2667,79.12,100,90,2.3,IN,2021-07-15 00:22:07
405,Port Augusta,-32.5,137.7667,59.7,59,66,14.14,AU,2021-07-15 00:22:07
406,Nabire,-3.3667,135.4833,78.44,88,100,2.33,ID,2021-07-15 00:22:08
407,Le Mars,42.7942,-96.1656,76.51,73,1,6.91,US,2021-07-15 00:22:08
408,Alice Springs,-23.7,133.8833,67.55,60,75,5.75,AU,2021-07-15 00:22:08
409,Evensk,61.95,159.2333,56.08,92,100,15.14,RU,2021-07-15 00:22:08
410,Talnakh,69.4865,88.3972,51.1,56,83,1.05,RU,2021-07-15 00:22:09
411,Fukue,32.6881,128.8419,84.56,84,40,6.91,JP,2021-07-15 00:22:09
412,Ambulu,-8.345,113.6058,75.7,75,99,3.11,ID,2021-07-15 00:22:09
413,Aberystwyth,52.4155,-4.0829,54.72,89,38,2.66,GB,2021-07-15 00:22:09
414,College,64.8569,-147.8028,64.35,72,75,8.05,US,2021-07-15 00:19:19
415,Santa Isabel Do Rio Negro,-0.4139,-65.0192,73.87,97,95,2.15,BR,2021-07-15 00:22:10
416,Saint Anthony,45.0205,-93.218,69.53,88,20,1.99,US,2021-07-15 00:22:10
417,Buala,-8.145,159.5921,84.88,72,94,12.33,SB,2021-07-15 00:22:10
418,San Andres,12.5847,-81.7006,84.22,79,75,16.11,CO,2021-07-15 00:22:10
419,Cao Bang,22.6667,106.25,79.39,86,87,3.47,VN,2021-07-15 00:22:11
420,Noumea,-22.2763,166.4572,73.99,99,13,8.52,NC,2021-07-15 00:18:01
421,Aripuana,-9.1667,-60.6333,77.09,45,15,1.1,BR,2021-07-15 00:22:11
422,Hervey Bay,-25.2986,152.8535,75.31,72,38,5.01,AU,2021-07-15 00:20:43
423,Candelaria,13.9311,121.4233,80.96,86,100,1.19,PH,2021-07-15 00:22:11
424,Mukhen,48.1,136.1,84.6,58,90,7.29,RU,2021-07-15 00:22:11
425,Lastoursville,-0.8143,12.7287,77.76,68,100,3.22,GA,2021-07-15 00:22:12
426,Vuktyl,63.8567,57.3094,53.96,53,92,4.25,RU,2021-07-15 00:22:12
427,Valle Hermoso,25.6667,-97.8333,86.14,58,98,13.4,MX,2021-07-15 00:22:12
428,Santa Maria,-29.6842,-53.8069,60.1,100,75,4.61,BR,2021-07-15 00:20:45
429,Dillon,34.4166,-79.3712,85.82,67,61,10.22,US,2021-07-15 00:22:12
430,Hamilton,39.1834,-84.5333,83.59,70,40,4.61,US,2021-07-15 00:18:29
431,Pozo Colorado,-23.4923,-58.7972,82.9,32,100,2.04,PY,2021-07-15 00:22:13
432,Kjollefjord,70.9457,27.3465,47.97,89,66,5.03,NO,2021-07-15 00:22:13
433,Vagur,61.4732,-6.8119,51.35,87,39,28.45,FO,2021-07-15 00:22:13
434,Vilyuysk,63.7553,121.6247,55.15,57,100,9.1,RU,2021-07-15 00:18:11
435,Jibuti,11.5,42.5,89.02,43,100,2.46,DJ,2021-07-15 00:18:17
436,Adeje,28.1227,-16.726,73.22,72,0,3.44,ES,2021-07-15 00:22:13
437,Ulety,51.3572,112.4849,60.21,89,55,8.12,RU,2021-07-15 00:22:14
438,Acarau,-2.8856,-40.12,79.54,83,76,17.74,BR,2021-07-15 00:22:14
439,Nyurba,63.2842,118.3319,57.6,63,100,12.93,RU,2021-07-15 00:22:14
440,Leninsk,48.7119,45.1994,74.57,72,44,5.93,RU,2021-07-15 00:22:14
441,Ust-Tsilma,65.441,52.1498,58.41,87,98,2.3,RU,2021-07-15 00:19:14
442,Masalli,34.7959,126.6553,83.88,79,100,5.68,KR,2021-07-15 00:22:15
443,San Miguel,13.4833,-88.1833,82.4,71,92,0.72,SV,2021-07-15 00:22:15
444,Campoverde,-8.4753,-74.8058,80.29,59,65,1.66,PE,2021-07-15 00:22:15
445,Pietarsaari,63.65,22.6833,65.89,92,81,4.92,FI,2021-07-15 00:22:16
446,Alagoinhas,-12.1356,-38.4192,67.14,98,2,3.11,BR,2021-07-15 00:22:16
447,Polis,35.0367,32.4264,78.62,51,0,2.84,CY,2021-07-15 00:22:16
448,Alta Floresta,-9.8756,-56.0861,71.42,68,0,2.3,BR,2021-07-15 00:22:16
449,Makakilo City,21.3469,-158.0858,86.32,61,90,10.36,US,2021-07-15 00:22:17
450,Xifeng,42.7372,124.7222,81.19,77,94,11.68,CN,2021-07-15 00:22:17
451,Mazatlan,23.2167,-106.4167,89.56,74,40,1.01,MX,2021-07-15 00:22:17
452,Azul,-36.777,-59.8585,42.71,73,88,1.97,AR,2021-07-15 00:22:17
453,Alihe,50.5667,123.7167,73.24,93,77,5.1,CN,2021-07-15 00:22:17
454,Orotukan,62.2667,151.7,69.22,44,100,9.46,RU,2021-07-15 00:22:18
455,Rocha,-34.4833,-54.3333,52.02,98,100,6.51,UY,2021-07-15 00:19:26
456,Yerbogachen,61.2767,108.0108,60.75,69,100,12.53,RU,2021-07-15 00:20:03
457,Bandar-E Anzali,37.4727,49.4622,79.09,65,80,10.0,IR,2021-07-15 00:22:18
458,Mastung,29.7994,66.845,72.54,73,10,5.59,PK,2021-07-15 00:22:18
459,Almaznyy,48.0448,40.045,62.74,49,0,6.73,RU,2021-07-15 00:22:19
460,Horsham,51.064,-0.3272,64.02,67,0,8.05,GB,2021-07-15 00:21:22
461,Papara,-3.9839,-38.7273,82.72,86,36,3.27,BR,2021-07-15 00:22:19
462,Bathsheba,13.2167,-59.5167,81.21,74,20,17.27,BB,2021-07-15 00:22:19
463,Japura,-0.3167,102.35,71.06,94,100,0.6,ID,2021-07-15 00:22:19
464,Nosy Varika,-20.5833,48.5333,64.76,92,57,3.96,MG,2021-07-15 00:19:47
465,Olinda,-8.0089,-34.8553,73.13,88,75,12.66,BR,2021-07-15 00:19:44
466,Locri,38.2414,16.2623,77.58,77,0,18.81,IT,2021-07-15 00:22:20
467,Cartagena,10.3997,-75.5144,82.02,83,40,11.5,CO,2021-07-15 00:22:20
468,Raudeberg,61.9875,5.1352,61.2,87,92,19.24,NO,2021-07-15 00:21:11
469,Wagar,16.1525,36.2032,80.82,68,53,21.68,SD,2021-07-15 00:22:20
470,Rawson,-43.3002,-65.1023,50.52,51,70,20.92,AR,2021-07-15 00:20:51
471,Narsaq,60.9167,-46.05,48.42,81,16,1.12,GL,2021-07-15 00:19:34
472,Sirajganj,24.45,89.7167,82.62,82,98,8.86,BD,2021-07-15 00:22:21
473,Tomislavgrad,43.7181,17.2267,63.34,63,9,3.18,BA,2021-07-15 00:22:21
474,Dakar,14.6937,-17.4441,80.73,74,40,16.11,SN,2021-07-15 00:17:45
475,Haines Junction,60.7522,-137.5108,48.42,87,100,1.86,CA,2021-07-15 00:22:21
476,Half Moon Bay,37.4636,-122.4286,88.61,71,20,1.01,US,2021-07-15 00:22:21
477,Walla Walla,46.0646,-118.343,102.45,24,1,1.01,US,2021-07-15 00:22:22
478,Victoria Point,-27.5833,153.3,68.49,88,75,11.92,AU,2021-07-15 00:22:22
479,Loralai,30.3705,68.598,77.38,67,20,7.16,PK,2021-07-15 00:22:22
480,Bilma,18.6853,12.9164,95.23,18,28,9.35,NE,2021-07-15 00:22:22
481,Mount Gambier,-37.8333,140.7667,54.09,84,99,11.59,AU,2021-07-15 00:22:22
482,Leshan,29.5623,103.7639,76.68,97,100,4.52,CN,2021-07-15 00:22:23
483,Sale,34.0389,-6.8166,69.75,94,0,3.44,MA,2021-07-15 00:22:23
484,Bereda,43.2686,-7.5406,58.75,96,69,6.15,ES,2021-07-15 00:22:23
485,Bilibino,68.0546,166.4372,59.65,64,100,2.26,RU,2021-07-15 00:22:24
486,Beira,-19.8436,34.8389,71.69,83,40,13.8,MZ,2021-07-15 00:22:24
487,Mincivan,39.0294,46.7185,70.54,62,90,1.39,AZ,2021-07-15 00:22:24
488,Aswan,24.0934,32.907,86.85,22,97,9.01,EG,2021-07-15 00:20:08
489,Uusikaupunki,60.8004,21.4084,64.92,65,51,4.65,FI,2021-07-15 00:22:24
490,Usinsk,65.9939,57.5281,58.01,56,100,6.58,RU,2021-07-15 00:22:25
491,Orsha,54.5153,30.4053,65.05,97,100,7.49,BY,2021-07-15 00:22:25
492,Sao Felix Do Xingu,-6.6447,-51.995,75.52,48,38,1.52,BR,2021-07-15 00:22:25
493,Grand Gaube,-20.0064,57.6608,66.6,76,63,7.0,MU,2021-07-15 00:22:25
494,Lyubytino,58.8122,33.3922,66.94,91,72,2.1,RU,2021-07-15 00:22:26
495,Olafsvik,64.8945,-23.7142,48.42,90,68,14.9,IS,2021-07-15 00:22:26
496,Krasnoselkup,65.7,82.4667,49.78,58,75,13.96,RU,2021-07-15 00:22:26
497,Swellendam,-34.0226,20.4417,43.18,60,76,4.9,ZA,2021-07-15 00:22:26
498,Tra Vinh,9.9347,106.3453,76.82,92,100,4.52,VN,2021-07-15 00:22:27
499,Jalu,29.0331,21.5482,83.35,31,41,8.63,LY,2021-07-15 00:18:48
500,Shimoda,34.6667,138.95,79.16,76,96,6.26,JP,2021-07-15 00:22:27
501,Port Lincoln,-34.7333,135.8667,58.06,74,4,19.24,AU,2021-07-15 00:20:18
502,Shahapur,19.45,73.3333,78.28,95,100,3.2,IN,2021-07-15 00:22:27
503,Rundu,-17.9333,19.7667,46.08,43,0,6.96,NA,2021-07-15 00:22:27
504,Hobyo,5.3505,48.5268,76.51,82,49,25.37,SO,2021-07-15 00:17:49
505,Hualmay,-11.0964,-77.6139,63.55,83,40,10.45,PE,2021-07-15 00:22:28
506,Sibolga,1.7427,98.7792,75.33,81,68,3.65,ID,2021-07-15 00:22:28
507,Leirvik,59.7798,5.5005,62.64,92,45,5.46,NO,2021-07-15 00:22:28
508,Rabo De Peixe,37.8,-25.5833,65.71,82,20,4.61,PT,2021-07-15 00:22:28
509,Shenzhen,22.5455,114.0683,90.14,76,17,2.89,CN,2021-07-15 00:22:29
510,Egvekinot,66.3167,-179.1667,49.95,78,51,8.12,RU,2021-07-15 00:22:29
511,Nampa,43.5407,-116.5635,100.65,16,1,5.75,US,2021-07-15 00:20:55
512,Santa Ana,33.7456,-117.8678,98.71,58,1,1.99,US,2021-07-15 00:20:41
513,Alofi,-19.0595,-169.9187,82.29,78,75,8.05,NU,2021-07-15 00:19:50
514,Potchefstroom,-26.7167,27.1,35.22,31,1,2.73,ZA,2021-07-15 00:22:29
515,Oranjemund,-28.55,16.4333,56.08,37,0,4.72,NA,2021-07-15 00:22:29
516,Mahanoro,-19.9,48.8,65.37,90,50,3.11,MG,2021-07-15 00:22:30
517,Grand Forks,47.9417,-97.4337,80.53,33,40,4.61,US,2021-07-15 00:22:30
518,Abaete,-19.16,-45.4458,66.11,47,0,2.01,BR,2021-07-15 00:22:30
519,Coahuayana,18.7333,-103.6833,89.08,78,85,3.42,MX,2021-07-15 00:22:31
520,Hovd,48.0056,91.6419,66.24,48,42,7.38,MN,2021-07-15 00:17:42
521,Manono,-7.3,27.4167,72.48,35,3,1.99,CD,2021-07-15 00:22:31
522,Isabela,6.7085,121.9711,81.57,82,77,0.85,PH,2021-07-15 00:22:31
523,Kattivakkam,13.2167,80.3167,78.89,72,98,8.93,IN,2021-07-15 00:22:32
524,Rodrigues Alves,-7.738,-72.6509,77.2,69,49,2.21,BR,2021-07-15 00:22:32
525,Lae,-6.7221,146.9847,77.67,63,78,1.97,PG,2021-07-15 00:22:33
526,Molteno,-31.3968,26.3625,30.49,42,0,5.08,ZA,2021-07-15 00:22:33
527,Coihaique,-45.5752,-72.0662,39.15,81,75,8.05,CL,2021-07-15 00:22:33
528,Berlevag,70.8578,29.0864,48.25,87,86,1.83,NO,2021-07-15 00:17:52
529,Potenza,40.6443,15.8086,61.63,80,0,6.67,IT,2021-07-15 00:22:34
530,Saint-Joseph,-21.3667,55.6167,66.56,77,54,11.1,RE,2021-07-15 00:18:43
531,Katangli,51.7102,143.2326,67.48,84,100,5.88,RU,2021-07-15 00:22:34
532,Porto Feliz,-23.2147,-47.5239,71.19,49,27,3.04,BR,2021-07-15 00:22:35
533,Otradnoye,59.7775,30.8181,71.65,90,100,0.98,RU,2021-07-15 00:22:35
534,Gorno-Altaysk,51.9561,85.955,61.77,78,44,2.86,RU,2021-07-15 00:22:35
535,Sabha,27.0377,14.4283,84.83,20,0,9.6,LY,2021-07-15 00:22:35
